0.38,0.11,0.10,0.15,0.15,1.92,0.40,0.24,0.32,0.24
0.16,0.11,0.10,0.11,0.00,0.60,0.43,0.25,0.31,0.00
0.00,0.26,0.10,0.14,0.10,0.00,0.72,0.23,0.28,0.25
0.16,0.13,0.10,0.19,0.00,0.62,0.40,0.24,0.49,0.00
2.19,1.07,0.51,0.59,0.51,10.47,4.79,1.73,1.62,1.81
0.00,1.35,0.52,0.99,0.57,0.00,5.53,1.49,2.46,1.49
0.00,1.40,0.53,0.57,0.55,0.00,5.32,1.44,1.38,1.16
1.51,1.26,1.04,0.00,0.00,6.12,4.92,3.60,0.00,0.00
0.00,30.51,7.94,10.86,6.56,0.00,142.85,31.44,30.44,14.20
0.00,3.50,2.67,2.77,2.71,0.00,9.93,6.29,7.29,5.75
3.86,3.30,3.24,0.00,0.00,16.82,7.76,14.00,0.00,0.00
0.00,0.00,39.40,33.95,30.16,0.00,0.00,115.00,100.00,83.09
2.93,1.90,1.90,2.38,1.97,17.45,9.05,7.51,8.06,8.01
