1.45,0.32,0.18,0.18,0.14,6.04,1.24,0.47,0.40,0.34
0.94,0.30,0.23,0.47,0.27,3.97,1.67,1.03,1.75,1.10
0.31,0.15,0.11,0.11,0.12,1.63,0.43,0.28,0.28,0.28
1.09,0.24,0.13,0.12,0.13,5.75,1.04,0.50,0.42,0.46
0.30,0.17,0.11,0.32,0.12,1.68,0.51,0.31,0.63,0.31
1.12,0.92,0.72,1.00,1.28,4.23,3.08,2.31,2.43,3.36
1.01,0.48,0.34,0.43,0.46,4.20,2.21,1.15,1.52,1.16
4.99,3.13,2.49,2.87,2.73,16.96,11.85,7.59,8.69,8.35
0.97,0.51,0.32,0.51,0.39,4.09,2.47,1.41,1.27,1.20
0.00,2.47,0.30,0.34,0.31,0.00,11.78,0.80,1.21,0.75
2.11,0.46,0.32,0.31,0.32,10.35,2.64,1.00,0.95,1.08
9.92,4.27,2.65,2.66,2.34,45.05,20.04,9.22,7.13,7.39
4.98,3.62,3.11,0.00,0.00,20.41,11.96,9.13,0.00,0.00
7.90,4.02,2.50,2.50,2.64,41.66,13.47,7.37,5.40,4.95
41.83,26.85,18.37,17.66,15.04,126.34,94.31,49.86,44.97,36.22
60.78,41.68,28.15,24.04,17.15,200.00,116.31,81.47,53.01,42.55
