23.06,2.41,0.50,1.07,0.61,155.76,9.93,1.93,2.23,2.10
0.47,0.21,0.15,0.62,0.23,2.94,1.22,0.54,2.70,0.75
1.16,0.49,0.25,0.96,0.23,5.03,2.03,0.89,3.81,1.07
8.79,3.11,1.99,3.50,2.16,37.96,13.72,7.49,10.75,7.06
10.00,1.20,0.71,1.68,1.00,63.87,4.96,2.70,4.79,3.37
1.04,0.77,1.15,0.00,0.00,5.37,4.40,3.49,0.00,0.00
0.83,0.63,0.82,0.00,0.00,4.42,4.09,3.58,0.00,0.00
6.26,2.04,1.24,2.72,1.87,48.15,11.50,6.76,15.30,7.50
1.06,1.11,1.03,0.00,0.00,9.29,4.75,3.45,0.00,0.00
6.90,5.01,4.31,9.17,0.00,45.84,22.40,10.21,48.16,0.00
6.00,4.94,5.11,0.00,0.00,27.02,17.20,12.00,0.00,0.00
18.35,11.78,7.30,16.94,6.94,150.89,139.47,54.64,141.84,44.00
