4.34,0.41,0.18,0.28,0.17,34.50,2.20,0.65,1.10,0.76
1.42,0.48,0.27,0.65,0.23,4.51,1.78,0.93,1.70,0.94
0.98,0.70,0.47,1.28,0.00,5.57,3.87,2.93,3.96,0.00
0.35,0.28,0.35,0.00,0.00,1.76,1.51,1.00,0.00,0.00
0.49,0.15,0.11,0.11,0.10,2.38,0.78,0.34,0.41,0.35
0.35,0.17,0.11,0.21,0.23,1.41,0.72,0.31,3.00,0.46
2.27,1.23,0.66,0.65,0.69,17.25,5.75,2.18,1.96,1.70
3.03,1.19,0.69,0.61,0.62,15.04,4.34,1.77,1.55,1.62
3.45,1.26,0.65,0.66,0.62,18.46,5.22,2.18,1.96,1.80
3.60,1.56,0.75,0.72,0.63,21.81,7.85,3.34,2.23,2.57
2.35,1.28,0.65,0.57,0.53,13.34,4.02,1.98,1.57,1.53
2.36,1.43,0.61,0.74,0.63,10.39,4.39,1.73,2.87,2.31
31.63,20.83,15.01,18.42,12.10,104.49,63.55,40.17,56.00,30.04
0.00,20.55,1.56,1.72,1.42,0.00,575.00,5.15,4.54,5.36
8.46,2.90,1.66,1.53,1.67,39.93,14.83,5.54,4.64,4.45
84.98,26.69,9.62,13.50,8.77,394.23,133.00,47.89,92.11,46.00
8.47,4.68,3.22,11.00,0.00,54.47,25.00,15.58,84.73,0.00
