0.20,0.16,0.12,0.13,0.12,0.88,0.41,0.27,0.43,0.37
0.15,0.11,0.10,0.12,0.12,0.63,0.31,0.23,0.23,0.25
0.24,0.11,0.10,0.10,0.10,1.47,0.28,0.24,0.25,0.24
2.10,0.40,0.26,0.24,0.21,8.48,1.52,0.61,0.49,0.52
0.16,0.11,0.10,0.31,0.00,0.62,0.36,0.26,0.58,0.00
0.74,0.50,0.41,0.42,0.43,2.49,1.77,1.38,1.29,1.93
2.78,0.93,0.54,0.61,0.54,12.74,3.79,2.24,1.85,1.72
1.01,0.40,0.41,0.00,0.00,3.10,1.86,1.24,0.00,0.00
0.92,0.48,0.38,1.08,0.00,3.46,2.08,1.70,3.10,0.00
3.74,3.08,3.06,0.00,0.00,20.96,15.37,12.65,0.00,0.00
3.69,1.62,1.42,1.41,1.18,12.90,5.93,3.47,3.42,3.45
7.50,4.96,3.75,6.12,3.46,35.08,21.00,14.06,19.39,12.16
18.45,9.33,4.76,5.17,3.34,120.00,35.73,20.12,14.17,9.86
12.30,8.33,6.24,7.63,6.80,55.32,35.62,21.40,25.50,31.18
