0.35,0.20,0.24,0.00,0.00,1.06,0.62,0.57,0.00,0.00
1.42,0.26,0.21,0.32,0.31,7.98,0.70,0.47,0.71,0.66
0.51,0.34,0.25,0.31,21.76,1.65,0.89,0.50,0.89,9.59
0.36,0.29,0.27,0.00,0.00,1.41,1.08,0.97,0.00,0.00
1.73,0.24,0.24,0.00,0.00,5.59,0.73,0.57,0.00,0.00
1.07,0.92,1.01,0.00,0.00,5.38,3.81,3.71,0.00,0.00
2.56,1.29,0.89,2.95,1.43,10.84,5.68,4.88,7.44,5.93
7.08,3.93,3.01,5.26,3.56,27.66,14.06,8.75,14.07,8.40
1.16,0.36,0.34,0.34,0.37,5.30,1.46,1.04,0.89,0.94
6.48,2.77,1.80,3.96,2.34,38.96,11.68,7.65,10.38,7.63
7.45,2.37,1.69,1.64,1.73,40.96,9.49,5.64,5.35,6.07
6.48,2.53,1.79,2.67,2.45,29.36,14.37,6.99,8.40,28.26
112.90,27.42,20.47,24.03,19.12,871.70,112.59,69.00,98.36,84.29
11.10,5.72,4.94,6.80,5.10,107.53,39.91,27.49,35.72,26.81
